"trial_type","trial_index","time_elapsed","internal_node_id","subject","tap_condition","experiment","code_version","rt","stimulus","key_press","event","button_pressed","response"
"html-slider-response","155","836581","0.0-144.0","48","true","ITLT","v1.0","2997.8899999987334","How fast was the repeating tone relative to the metronome?","","response","","73"
"audio-multiple-response","156","840361","0.0-145.0","48","true","ITLT","v1.0","400,808,1320,1768,2229","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","157","845771","0.0-146.0","48","true","ITLT","v1.0","232,560,1672,2632,3451","stimuli/sequence_5_843_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","158","850052","0.0-147.0","48","true","ITLT","v1.0","4279.0099999983795","How fast was the repeating tone relative to the metronome?","","response","","32"
"audio-multiple-response","159","853801","0.0-148.0","48","true","ITLT","v1.0","461,891,1381,1992","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","160","857121","0.0-149.0","48","true","ITLT","v1.0","549,771,1051,1309","stimuli/sequence_4_329_1.wav","74,74,74,74","tones","",""
"html-slider-response","161","859791","0.0-150.0","48","true","ITLT","v1.0","2668.470000033267","How fast was the repeating tone relative to the metronome?","","response","","80"
"audio-multiple-response","162","863561","0.0-151.0","48","true","ITLT","v1.0","488,928,1469,2139","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","163","867421","0.0-152.0","48","true","ITLT","v1.0","309,709,1011,1389,1880","stimuli/sequence_5_463_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","164","869889","0.0-153.0","48","true","ITLT","v1.0","2465.909999969881","How fast was the repeating tone relative to the metronome?","","response","","64"
"audio-multiple-response","165","873641","0.0-154.0","48","true","ITLT","v1.0","261,731,1160,1661,2192","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","166","879641","0.0-155.0","48","true","ITLT","v1.0","309,1251,2029,3091,4120","stimuli/sequence_7_1000_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","167","884276","0.0-156.0","48","true","ITLT","v1.0","4633.280000009108","How fast was the repeating tone relative to the metronome?","","response","","14"
"audio-multiple-response","168","888041","0.0-157.0","48","true","ITLT","v1.0","392,811,1301,1712,2240","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","169","891613","0.0-158.0","48","true","ITLT","v1.0","331,640,920,1211,1560","stimuli/sequence_2_390_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","170","896844","0.0-159.0","48","true","ITLT","v1.0","5227.480000001378","How fast was the repeating tone relative to the metronome?","","response","","65"
"audio-multiple-response","171","900613","0.0-160.0","48","true","ITLT","v1.0","421,821,1301,1749","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","172","904064","0.0-161.0","48","true","ITLT","v1.0","320,611,901,1192,1520","stimuli/sequence_6_358_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","173","908883","0.0-162.0","48","true","ITLT","v1.0","4817.405000037979","How fast was the repeating tone relative to the metronome?","","response","","60"
"audio-multiple-response","174","912644","0.0-163.0","48","true","ITLT","v1.0","411,811,1251,1720","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","175","917764","0.0-164.0","48","true","ITLT","v1.0","269,629,1600,2360,3139","stimuli/sequence_4_774_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","176","922683","0.0-165.0","48","true","ITLT","v1.0","4917.674999975134","How fast was the repeating tone relative to the metronome?","","response","","29"
"audio-multiple-response","177","926443","0.0-166.0","48","true","ITLT","v1.0","411,821,1261,1720,2221","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","178","930322","0.0-167.0","48","true","ITLT","v1.0","269,629,989,1419,1899","stimuli/sequence_6_463_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","179","931672","0.0-168.0","48","true","ITLT","v1.0","1345.3599999775179","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","180","935442","0.0-169.0","48","true","ITLT","v1.0","341,800,1251,1701,2221","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","181","940052","0.0-170.0","48","true","ITLT","v1.0","291,901,1421,1981,2651","stimuli/sequence_3_652_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","182","944360","0.0-171.0","48","true","ITLT","v1.0","4305.480000039097","How fast was the repeating tone relative to the metronome?","","response","","46"
"audio-multiple-response","183","948122","0.0-172.0","48","true","ITLT","v1.0","429,840,1269,1709,2248","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","184","952143","0.0-173.0","48","true","ITLT","v1.0","280,589,1069,1560,2061","stimuli/sequence_6_504_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","185","953246","0.0-174.0","48","true","ITLT","v1.0","1100.1499999547377","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","186","957003","0.0-175.0","48","true","ITLT","v1.0","421,1120,1600,2192","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","187","962392","0.0-176.0","48","true","ITLT","v1.0","280,659,1699,2520,3419","stimuli/sequence_4_843_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","188","967773","0.0-177.0","48","true","ITLT","v1.0","5378.5400000051595","How fast was the repeating tone relative to the metronome?","","response","","35"
"audio-multiple-response","189","971532","0.0-178.0","48","true","ITLT","v1.0","440,821,1261,1720,2181","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","190","974982","0.0-179.0","48","true","ITLT","v1.0","312,651,912,1192,1480","stimuli/sequence_7_358_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","191","979058","0.0-180.0","48","true","ITLT","v1.0","4072.5100000272505","How fast was the repeating tone relative to the metronome?","","response","","62"
"audio-multiple-response","192","982824","0.0-181.0","48","true","ITLT","v1.0","349,789,1259,1699,2211","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","193","988522","0.0-182.0","48","true","ITLT","v1.0","309,1181,1981,2821,3741","stimuli/sequence_3_918_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","194","991439","0.0-183.0","48","true","ITLT","v1.0","2914.455000020098","How fast was the repeating tone relative to the metronome?","","response","","24"
"audio-multiple-response","195","995203","0.0-184.0","48","true","ITLT","v1.0","400,840,1320,1739","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","196","999832","0.0-185.0","48","true","ITLT","v1.0","229,629,1320,2000,2669","stimuli/sequence_6_652_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","197","1003774","0.0-186.0","48","true","ITLT","v1.0","3939.494999998715","How fast was the repeating tone relative to the metronome?","","response","","39"
"audio-multiple-response","198","1007534","0.0-187.0","48","true","ITLT","v1.0","491,851,1269,1731","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","199","1011943","0.0-188.0","48","true","ITLT","v1.0","299,789,1259,1808,2459","stimuli/sequence_2_599_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","200","1013074","0.0-189.0","48","true","ITLT","v1.0","1129.3400000431575","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","201","1016821","0.0-190.0","48","true","ITLT","v1.0","429,851,1299,1749,2211","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","202","1020391","0.0-191.0","48","true","ITLT","v1.0","312,632,901,1181,1560","stimuli/sequence_3_390_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","203","1025282","0.0-192.0","48","true","ITLT","v1.0","4889.215000031982","How fast was the repeating tone relative to the metronome?","","response","","61"
"audio-multiple-response","204","1029041","0.0-193.0","48","true","ITLT","v1.0","520,880,1331,1821","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","205","1033452","0.0-194.0","48","true","ITLT","v1.0","280,829,1299,1829,2400","stimuli/sequence_5_599_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","206","1035847","0.0-195.0","48","true","ITLT","v1.0","2392.439999966882","How fast was the repeating tone relative to the metronome?","","response","","41"
"audio-multiple-response","207","1039611","0.0-196.0","48","true","ITLT","v1.0","349,771,1211,1709,2211","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","208","1044721","0.0-197.0","48","true","ITLT","v1.0","299,739,1528,2309,3088","stimuli/sequence_7_774_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","209","1049722","0.0-198.0","48","true","ITLT","v1.0","4999.589999963064","How fast was the repeating tone relative to the metronome?","","response","","47"
"html-button-response","210","1054553","0.0-199.0","48","true","ITLT","v1.0","3309.8549999995157","<h3>You have completed block 2 of 3</h3><p>When you are ready to continue, press the button below to begin the final block.</p><p><em>Remember to use the J or F key to tap in time with the clicks and tones on each trial.</em></p><p><em>Additionally, please do not adjust your volume until the study has concluded.</em></p>","","break","0",""
"audio-multiple-response","211","1058802","0.0-200.0","48","true","ITLT","v1.0","421,840,1291,1752","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","212","1063021","0.0-201.0","48","true","ITLT","v1.0","309,789,1208,1648,2179","stimuli/sequence_4_550_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","213","1065481","0.0-202.0","48","true","ITLT","v1.0","2457.4700000230223","How fast was the repeating tone relative to the metronome?","","response","","56"
"audio-multiple-response","214","1069241","0.0-203.0","48","true","ITLT","v1.0","371,792,1211,1672,2192","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","215","1072471","0.0-204.0","48","true","ITLT","v1.0","320,648,869,1059,1269","stimuli/sequence_3_302_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","216","1075822","0.0-205.0","48","true","ITLT","v1.0","3348.90500002075","How fast was the repeating tone relative to the metronome?","","response","","82"
"audio-multiple-response","217","1079581","0.0-206.0","48","true","ITLT","v1.0","379,840,1339,1829","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","218","1083601","0.0-207.0","48","true","ITLT","v1.0","288,760,1189,1629,2109","stimuli/sequence_5_504_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","219","1084856","0.0-208.0","48","true","ITLT","v1.0","1252.0600000279956","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","220","1088621","0.0-209.0","48","true","ITLT","v1.0","309,800,1259,1749","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","221","1092061","0.0-210.0","48","true","ITLT","v1.0","331,712,941,1181,1512","stimuli/sequence_2_358_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","222","1101022","0.0-211.0","48","true","ITLT","v1.0","8959.135000011884","How fast was the repeating tone relative to the metronome?","","response","","79"
"audio-multiple-response","223","1104781","0.0-212.0","48","true","ITLT","v1.0","411,829,1291,1691,2160","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","224","1109400","0.0-213.0","48","true","ITLT","v1.0","352,712,1371,1952,2571","stimuli/sequence_4_652_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","225","1112805","0.0-214.0","48","true","ITLT","v1.0","3402.895000006538","How fast was the repeating tone relative to the metronome?","","response","","38"
"audio-multiple-response","226","1116561","0.0-215.0","48","true","ITLT","v1.0","360,760,1120,1632,2200","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","227","1121961","0.0-216.0","48","true","ITLT","v1.0","269,899,1680,2480,3240","stimuli/sequence_2_843_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","228","1124541","0.0-217.0","48","true","ITLT","v1.0","2578.845000010915","How fast was the repeating tone relative to the metronome?","","response","","12"
"audio-multiple-response","229","1128321","0.0-218.0","48","true","ITLT","v1.0","339,808,1299,1720,2208","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","230","1131891","0.0-219.0","48","true","ITLT","v1.0","291,659,979,1299,1629","stimuli/sequence_4_390_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","231","1134721","0.0-220.0","48","true","ITLT","v1.0","2829.540000006091","How fast was the repeating tone relative to the metronome?","","response","","70"
"audio-multiple-response","232","1138491","0.0-221.0","48","true","ITLT","v1.0","381,821,1200,1661,2221","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","233","1142693","0.0-222.0","48","true","ITLT","v1.0","440,869,1288,1728,2219","stimuli/sequence_7_550_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","234","1144241","0.0-223.0","48","true","ITLT","v1.0","1546.3549999985844","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","235","1148002","0.0-224.0","48","true","ITLT","v1.0","301,720,1120,1651,2189","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","236","1151721","0.0-225.0","48","true","ITLT","v1.0","280,640,981,1341,1720","stimuli/sequence_5_425_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","237","1157954","0.0-226.0","48","true","ITLT","v1.0","6229.41999998875","How fast was the repeating tone relative to the metronome?","","response","","73"
"audio-multiple-response","238","1161721","0.0-227.0","48","true","ITLT","v1.0","371,789,1200,1701,2200","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","239","1167731","0.0-228.0","48","true","ITLT","v1.0","280,568,1859,2768,3720","stimuli/sequence_6_1000_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","240","1172172","0.0-229.0","48","true","ITLT","v1.0","4439.264999993611","How fast was the repeating tone relative to the metronome?","","response","","12"
"audio-multiple-response","241","1175950","0.0-230.0","48","true","ITLT","v1.0","272,661,1131,1640,2152","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","242","1179812","0.0-231.0","48","true","ITLT","v1.0","320,701,1021,1400,1861","stimuli/sequence_2_463_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","243","1185023","0.0-232.0","48","true","ITLT","v1.0","5208.044999977574","How fast was the repeating tone relative to the metronome?","","response","","37"
"audio-multiple-response","244","1188790","0.0-233.0","48","true","ITLT","v1.0","461,811,1211,1672,2232","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","245","1192240","0.0-234.0","48","true","ITLT","v1.0","259,611,851,1149,1459","stimuli/sequence_5_358_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","246","1196169","0.0-235.0","48","true","ITLT","v1.0","3933.2249999861233","How fast was the repeating tone relative to the metronome?","","response","","71"
"audio-multiple-response","247","1199944","0.0-236.0","48","true","ITLT","v1.0","328,659,1099,1640,2160","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","248","1203825","0.0-237.0","48","true","ITLT","v1.0","259,619,979,1419,1928","stimuli/sequence_7_463_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","249","1206464","0.0-238.0","48","true","ITLT","v1.0","2636.609999986831","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","250","1210234","0.0-239.0","48","true","ITLT","v1.0","371,821,1320,1789","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","251","1215924","0.0-240.0","48","true","ITLT","v1.0","261,891,1952,2832,3712","stimuli/sequence_5_918_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","252","1219836","0.0-241.0","48","true","ITLT","v1.0","3909.6649999846704","How fast was the repeating tone relative to the metronome?","","response","","13"
"audio-multiple-response","253","1223586","0.0-242.0","48","true","ITLT","v1.0","592,981,1360,1760,2240","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","254","1228435","0.0-243.0","48","true","ITLT","v1.0","320,659,1339,2011,2720","stimuli/sequence_7_710_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","255","1231815","0.0-244.0","48","true","ITLT","v1.0","3377.870000025723","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","256","1235584","0.0-245.0","48","true","ITLT","v1.0","301,731,1181,1680","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","257","1239995","0.0-246.0","48","true","ITLT","v1.0","320,829,1280,1819,2411","stimuli/sequence_3_599_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","258","1241598","0.0-247.0","48","true","ITLT","v1.0","1598.375000001397","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","259","1245354","0.0-248.0","48","true","ITLT","v1.0","349,749,1171,1701,2240","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","260","1250206","0.0-249.0","48","true","ITLT","v1.0","259,688,1469,2139,2840","stimuli/sequence_5_710_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","261","1253082","0.0-250.0","48","true","ITLT","v1.0","2873.8850000081584","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","262","1256850","0.0-251.0","48","true","ITLT","v1.0","320,789,1219,1699,2219","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","263","1260191","0.0-252.0","48","true","ITLT","v1.0","301,651,891,1141,1400","stimuli/sequence_7_329_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","264","1263239","0.0-253.0","48","true","ITLT","v1.0","3045.9999999729916","How fast was the repeating tone relative to the metronome?","","response","","78"
"audio-multiple-response","265","1267002","0.0-254.0","48","true","ITLT","v1.0","261,701,1200,1680,2229","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","266","1270721","0.0-255.0","48","true","ITLT","v1.0","288,688,939,1328,1728","stimuli/sequence_6_425_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","267","1275555","0.0-256.0","48","true","ITLT","v1.0","4829.635000030976","How fast was the repeating tone relative to the metronome?","","response","","66"
"audio-multiple-response","268","1279311","0.0-257.0","48","true","ITLT","v1.0","472,832,1272,1691,2171","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","269","1284420","0.0-258.0","48","true","ITLT","v1.0","320,1019,1571,2320,3069","stimuli/sequence_3_774_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","270","1287151","0.0-259.0","48","true","ITLT","v1.0","2729.4049999909475","How fast was the repeating tone relative to the metronome?","","response","","3"
"audio-multiple-response","271","1290912","0.0-260.0","48","true","ITLT","v1.0","421,832,1221,1661,2211","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","272","1294141","0.0-261.0","48","true","ITLT","v1.0","291,592,821,1051,1283","stimuli/sequence_6_302_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","273","1296755","0.0-262.0","48","true","ITLT","v1.0","2612.345000030473","How fast was the repeating tone relative to the metronome?","","response","","79"
"audio-multiple-response","274","1300521","0.0-263.0","48","true","ITLT","v1.0","301,701,1181,1731","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","275","1304241","0.0-264.0","48","true","ITLT","v1.0","280,672,1011,1360,1731","stimuli/sequence_3_425_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","276","1311482","0.0-265.0","48","true","ITLT","v1.0","7239.065000030678","How fast was the repeating tone relative to the metronome?","","response","","58"
"audio-multiple-response","277","1315251","0.0-266.0","48","true","ITLT","v1.0","419,800,1240,1720,2219","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","278","1320361","0.0-267.0","48","true","ITLT","v1.0","251,1000,1752,2331,3080","stimuli/sequence_6_774_2.wav","74,74,74,74,74","tones","",""
"html-slider-response","279","1323322","0.0-268.0","48","true","ITLT","v1.0","2958.890000008978","How fast was the repeating tone relative to the metronome?","","response","","14"
"audio-multiple-response","280","1327092","0.0-269.0","48","true","ITLT","v1.0","229,749,1181,1680,2240","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","281","1332471","0.0-270.0","48","true","ITLT","v1.0","320,1091,1709,2480,3309","stimuli/sequence_3_843_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","282","1336722","0.0-271.0","48","true","ITLT","v1.0","4248.810000019148","How fast was the repeating tone relative to the metronome?","","response","","13"
"audio-multiple-response","283","1340482","0.0-272.0","48","true","ITLT","v1.0","301,792,1261,1741","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","284","1344681","0.0-273.0","48","true","ITLT","v1.0","451,880,1509,2141","stimuli/sequence_2_550_1.wav","74,74,74,74","tones","",""
"html-slider-response","285","1346209","0.0-274.0","48","true","ITLT","v1.0","1526.0800000396557","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","286","1349971","0.0-275.0","48","true","ITLT","v1.0","341,789,1240,1701,2229","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","287","1355361","0.0-276.0","48","true","ITLT","v1.0","328,829,1920,2768,3469","stimuli/sequence_7_843_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","288","1358524","0.0-277.0","48","true","ITLT","v1.0","3161.210000049323","How fast was the repeating tone relative to the metronome?","","response","","25"
"audio-multiple-response","289","1362281","0.0-278.0","48","true","ITLT","v1.0","331,792,1331,1792","stimuli/reference_sequence.wav","74,74,74,74","metronome","",""
"audio-multiple-response","290","1367141","0.0-279.0","48","true","ITLT","v1.0","368,949,1589,2189,2880","stimuli/sequence_2_710_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","291","1372692","0.0-280.0","48","true","ITLT","v1.0","5549.375000002328","How fast was the repeating tone relative to the metronome?","","response","","47"
"audio-multiple-response","292","1376453","0.0-281.0","48","true","ITLT","v1.0","349,811,1280,1709,2229","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","293","1382474","0.0-282.0","48","true","ITLT","v1.0","301,1251,2101,2981,4072","stimuli/sequence_4_1000_0.wav","74,74,74,74,74","tones","",""
"html-slider-response","294","1384683","0.0-283.0","48","true","ITLT","v1.0","2207.3250000248663","How fast was the repeating tone relative to the metronome?","","response","","16"
"audio-multiple-response","295","1388454","0.0-284.0","48","true","ITLT","v1.0","411,829,1309,1701,2240","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","296","1392864","0.0-285.0","48","true","ITLT","v1.0","360,859,1328,1808,2440","stimuli/sequence_6_599_1.wav","74,74,74,74,74","tones","",""
"html-slider-response","297","1394373","0.0-286.0","48","true","ITLT","v1.0","1507.5099999667145","How fast was the repeating tone relative to the metronome?","","response","","50"
"audio-multiple-response","298","1398132","0.0-287.0","48","true","ITLT","v1.0","331,771,1200,1669,2221","stimuli/reference_sequence.wav","74,74,74,74,74","metronome","",""
"audio-multiple-response","299","1401583","0.0-288.0","48","true","ITLT","v1.0","272,651,971,1320","stimuli/sequence_4_358_0.wav","74,74,74,74","tones","",""
"html-slider-response","300","1404183","0.0-289.0","48","true","ITLT","v1.0","2598.1550000142306","How fast was the repeating tone relative to the metronome?","","response","","82"
"html-button-response","301","1412384","0.0-290.0","48","true","ITLT","v1.0","6680.2199999801815","<h3>You have completed Block 3 of 3</h3><p>Thank you for participating! When you are ready, press the button below to submit your data and complete the study.</p><p>You will receive credit on SONA once we verify that you have completed our study.</p><p>If you have any questions or would like to learn more about our lab's work, please contact this study's organizer, Jesse Pazdera, at pazderaj@mcmaster.ca.</p><p><em>Have a great day!</em></p>","","ending","0",""
